0	-1.2956185
0.001	0.036266948
0.002	-0.96438204
0.003	-1.5335944
0.004	-0.062820449
0.005	-0.58604585
0.006	0.28880334
0.007	-0.68505165
0.008	0.2104101
0.009	0.70836557
0.01	-1.1661874
0.011	0.37528899
0.012	1.2105057
0.013	0.85089911
0.014	0.84329761
0.015	-2.8591289
0.016	-1.0789831
0.017	0.42487699
0.018	-0.65419409
0.019	-0.11680027
0.02	1.3511344
0.021	-1.0547273
0.022	0.23359878
0.023	0.028733292
0.024	0.039420366
0.025	-0.29025555
0.026	-0.3519458
0.027	0.28233034
0.028	0.44852667
0.029	-0.81440952
0.03	1.1029262
0.031	-1.24534
0.032	-0.5635862
0.033	1.2061732
0.034	-0.52229237
0.035	0.46606949
0.036	1.7161499
0.037	0.98701983
0.038	3.1343672
0.039	0.75079532
0.04	-0.88822777
0.041	-0.033083471
0.042	0.33384301
0.043	-0.030950943
0.044	-0.23760407
0.045	1.4267307
0.046	-0.060544147
0.047	0.90489921
0.048	1.820509
0.049	-0.067752564
0.05	0.91626246
0.051	-0.74821512
0.052	-1.593948
0.053	0.69992794
0.054	0.84911681
0.055	1.2205964
0.056	-1.2266862
0.057	2.4326666
0.058	-0.44399913
0.059	-0.68540876
0.06	-0.13627424
0.061	0.27275549
0.062	0.23729882
0.063	0.89816164
0.064	2.5178297
0.065	0.72562596
0.066	1.8617332
0.067	1.6694031
0.068	0.91613245
0.069	1.6468343
0.07	-0.11103497
0.071	0.76993547
0.072	-0.71791916
0.073	0.21673142
0.074	0.142202
0.075	1.7608588
0.076	-0.92519607
0.077	2.2486954
0.078	1.2330851
0.079	0.16248929
0.08	-0.26517228
0.081	-0.6128761
0.082	1.4617966
0.083	0.97704587
0.084	1.2376625
0.085	-0.52231907
0.086	-1.2085753
0.087	1.9043183
0.088	0.59217275
0.089	-0.48435843
0.09	0.95463187
0.091	0.52129314
0.092	3.0991251
0.093	1.1448571
0.094	-0.26375663
0.095	1.0883072
0.096	1.0808172
0.097	-0.21160941
0.098	-1.4476052
0.099	-0.20850118
0.1	0.7678947
0.101	-0.36884852
0.102	0.36051176
0.103	0.85355215
0.104	-0.48758737
0.105	-0.34789599
0.106	0.030436067
0.107	-1.0869026
0.108	-0.61501115
0.109	0.83593165
0.11	0.59767748
0.111	0.30652332
0.112	1.3820458
0.113	2.266274
0.114	1.4142912
0.115	-0.37040654
0.116	1.5279592
0.117	0.32167476
0.118	1.4608024
0.119	-0.59735363
0.12	0.52921316
0.121	3.4143378
0.122	-0.24936257
0.123	0.81971803
0.124	-0.7054963
0.125	0.63033213
0.126	1.8505138
0.127	-0.503979
0.128	-0.097277802
0.129	1.603366
0.13	1.4720313
0.131	0.30605337
0.132	-0.62305382
0.133	-0.076120323
0.134	0.1926869
0.135	2.2388411
0.136	0.75155503
0.137	1.4205302
0.138	-0.35288098
0.139	0.46990716
0.14	2.7899776
0.141	3.0103469
0.142	0.40542168
0.143	-1.508024
0.144	-0.41018965
0.145	-1.0264127
0.146	0.49908446
0.147	1.6843424
0.148	-0.37530926
0.149	1.9814669
0.15	1.9557155
0.151	1.6730417
0.152	1.6756516
0.153	1.6612076
0.154	0.10202722
0.155	1.3305942
0.156	1.7848577
0.157	0.45270979
0.158	1.9073479
0.159	0.15247372
0.16	1.873698
0.161	1.1916036
0.162	0.16631381
0.163	-0.32282753
0.164	0.72776845
0.165	0.90965333
0.166	1.571693
0.167	1.2617418
0.168	2.9204412
0.169	1.1826082
0.17	0.95403201
0.171	2.0725149
0.172	0.86933336
0.173	2.3056534
0.174	2.2191521
0.175	-0.050096956
0.176	-0.95868954
0.177	0.87535287
0.178	2.1287692
0.179	1.1638154
0.18	0.48676882
0.181	-0.58248914
0.182	1.6744457
0.183	0.034479696
0.184	0.74366554
0.185	0.87379841
0.186	-0.49963557
0.187	0.47617756
0.188	1.7608531
0.189	0.81135342
0.19	-0.27980142
0.191	0.21397104
0.192	2.5757042
0.193	2.5068634
0.194	0.41973005
0.195	1.1861017
0.196	-0.049805959
0.197	0.88277125
0.198	-0.071073493
0.199	3.2789231
0.2	0.43720698
0.201	0.37395469
0.202	1.1888478
0.203	0.77247814
0.204	-0.86268174
0.205	-0.36792432
0.206	1.7799676
0.207	0.9860115
0.208	0.89742183
0.209	-0.90468415
0.21	3.1863806
0.211	2.8029777
0.212	0.34935179
0.213	0.015645415
0.214	-0.81029567
0.215	3.1519455
0.216	1.8328766
0.217	1.3096651
0.218	1.3028774
0.219	0.10769877
0.22	-0.052923217
0.221	0.592227
